loc,add_loc,del_loc,com_num,fix_com_num,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,bug_coupling,near_bugs,faulty,file
5,0,0,1,0,0.000640288419117579,1,0,1,1,2267,2267,2267,2267,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/_make_spec/body"
4,0,0,1,0,0.000101209229239942,1,0,1,1,1032,1032,1032,1032,0,0,n,"pyramid_response.py/[MT]/_get_response_factory/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/TraversePredicate/[MT]/phash/body"
4,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_registry.py/[CN]/Registry/[MT]/registerSubscriptionAdapter/body"
5,0,0,1,0,0.000220198962301374,1,0,1,1,630,630,630,630,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_models_____init____.py/[MT]/get_tm_session/body"
9,9,9,3,0,0.00227482281120809,1,0,1,1,2561,853,2505,2,0,0,n,"pyramid_traversal.py/[MT]/find_interface/body"
6,6,6,2,0,0.000537927263313601,2,0,2,0.5,2162,1081,1845,317,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/_get_introspector/body"
2,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_interfaces.py/[CN]/IRoute/[MT]/generate/body"
5,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_forms_tutorial_views.py/[CN]/WikiViews/[MT]/wikipage_view/body"
13,0,0,1,0,0.000159288839713548,1,0,1,1,2125,2125,2125,2125,0,0,n,"pyramid_traversal.py/[MT]/split_path_info/body"
4,2,2,2,0,0.000411216028309489,2,0,2,0.5,1339,669,983,356,0,0,n,"pyramid_config_assets.py/[CN]/PackageAssetSource/[MT]/get_string/body"
2,2,2,4,0,0.00123194409405262,3,0,3,0.5,2167,541,1471,0,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospector/[MT]/unrelate/body"
3,2,23,11,0,0.00224942374131131,3,2,1,0.818181818181818,2507,227,2268,0,0,0,n,"pyramid_url.py/[MT]/resource_url/body"
23,20,24,9,0,0.000297401012172311,4,1,3,0.444444444444444,1447,160,1256,0,0,0,n,"pyramid_url.py/[MT]/parse_url_overrides/body"
14,0,0,1,0,0.000469517428188601,1,0,1,1,2216,2216,2216,2216,0,0,n,"pyramid_scaffolds_template.py/[CN]/TypeMapper/[MT]/__getitem__/body"
3,1,1,3,0,0.00147486570257325,3,0,3,0.333333333333333,2561,853,1558,134,0,0,n,"pyramid_threadlocal.py/[MT]/get_current_request/body"
2,2,2,3,0,0.00265368923656367,2,0,2,0.666666666666667,2561,853,1471,27,0,0,n,"pyramid_interfaces.py/[CN]/IRenderer/[MT]/__call__/body"
3,2,2,7,0,0.00160619938345211,3,2,1,0.714285714285714,2538,362,2268,0,0,0,n,"pyramid_url.py/[MT]/route_path/body"
16,9,11,3,0,0.000442874269103899,1,0,1,1,627,209,619,1,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_views_auth.py/[MT]/login/body"
32,12,4,8,0,0.00169294436723443,4,1,3,0.375,2216,277,1172,0,0,0,n,"pyramid_scripts_pviews.py/[CN]/PViewsCommand/[MT]/run/body"
8,5,8,4,0,0.000912003523036978,3,0,3,0.5,1539,384,821,67,0,0,n,"docs_quick__tour_package_hello__world_____init____.py/[MT]/main/body"
20,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[MT]/http_cached_view/body"
2,0,0,1,0,0.000247403037004652,1,0,1,1,1634,1634,1634,1634,0,0,n,"pyramid_interfaces.py/[CN]/IPEP302Loader/[MT]/get_data/body"
2,2,2,2,0,0.000450816619234886,2,0,2,0.5,2156,1078,1471,684,0,0,n,"pyramid_interfaces.py/[CN]/IActionInfo/[MT]/__str__/body"
17,3,2,5,0,0.0025066595177094,2,0,2,0.8,2561,512,2182,4,0,0,n,"docs_tutorials_wiki_src_views_tutorial_views.py/[MT]/view_page/body"
3,0,0,1,0,0.000172005115267003,1,0,1,1,465,465,465,465,0,0,n,"docs_quick__tutorial_authentication_tutorial_security.py/[MT]/hash_password/body"
3,2,1,5,0,0.0025066595177094,2,0,2,0.8,2561,512,2182,4,0,0,n,"docs_tutorials_wiki_src_views_tutorial_views.py/[MT]/view_wiki/body"
18,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[CN]/DefaultViewMapper/[MT]/map_nonclass/body"
3,0,0,1,0,0.00016266332820801,1,0,1,1,214,214,214,214,0,0,n,"pyramid_scripts_common.py/[MT]/get_config_loader/body"
5,0,0,1,0,0.000198690491457158,1,0,1,1,630,630,630,630,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_models_____init____.py/[MT]/get_tm_session/body"
2,0,0,1,0,0.000218157374933054,1,0,1,1,308,308,308,308,0,0,n,"docs_quick__tour_sqla__demo_sqla__demo_models_____init____.py/[MT]/get_engine/body"
6,0,0,1,0,0.000413946276920094,1,0,1,1,2162,2162,2162,2162,0,0,n,"pyramid_registry.py/[CN]/Introspector/[MT]/add/body"
16,16,86,27,0,0.00538949041473128,7,6,1,0.592592592592593,2553,94,1008,0,0,0,n,"pyramid_session.py/[MT]/UnencryptedCookieSessionFactoryConfig/body"
3,0,0,1,0,0.000266156422588475,1,0,1,1,2268,2268,2268,2268,0,0,n,"docs_tutorials_wiki_src_views_tutorial_____init____.py/[MT]/root_factory/body"
5,0,0,1,0,0.000170941258798733,1,0,1,1,134,134,134,134,0,0,n,"pyramid_threadlocal.py/[CN]/RequestContext/[MT]/begin/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/__setitem__/body"
8,0,0,1,0,0.000126960688712565,1,0,1,1,2292,2292,2292,2292,0,0,n,"pyramid_renderers.py/[CN]/RendererHelper/[MT]/clone/body"
4,2,2,2,0,0.000411216028309489,2,0,2,0.5,1339,669,983,356,0,0,n,"pyramid_config_assets.py/[CN]/PackageAssetSource/[MT]/get_stream/body"
2,0,0,1,0,0.000211459580524602,1,0,1,1,1821,1821,1821,1821,0,0,n,"pyramid_util.py/[CN]/Sentinel/[MT]/__repr__/body"
4,0,0,1,0,0.00017720659918623,1,0,1,1,1482,1482,1482,1482,0,0,n,"docs_quick__tutorial_retail__forms_tutorial_views.py/[CN]/WikiViews/[MT]/wiki_form/body"
7,0,0,1,0,0.000413946276920094,1,0,1,1,2162,2162,2162,2162,0,0,n,"pyramid_registry.py/[CN]/Introspector/[MT]/relate/body"
6,1,0,2,0,0.00074030083856836,2,0,2,0.5,2494,1247,1825,668,0,0,n,"pyramid_authentication.py/[CN]/RepozeWho1AuthenticationPolicy/[MT]/unauthenticated_userid/body"
14,5,6,4,0,0.000933209200898221,3,0,3,0.5,2268,567,1214,6,0,0,n,"pyramid_url.py/[CN]/URLMethodsMixin/[MT]/static_url/body"
2,0,0,1,0,0.000342371220772218,1,0,1,1,2361,2361,2361,2361,0,0,n,"pyramid_interfaces.py/[CN]/IMultiDict/[MT]/extend/body"
6,1,0,2,0,0.000605872744063739,1,0,1,1,1507,753,1495,11,0,0,n,"docs_quick__tutorial_routing_tutorial_____init____.py/[MT]/main/body"
5,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_databases_tutorial_views.py/[CN]/WikiViews/[MT]/wikipage_view/body"
7,2,15,2,0,9.93559218317018e-05,1,0,1,1,180,90,179,1,0,0,n,"pyramid_tweens.py/[MT]/_error_handler/body"
5,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[MT]/decorated_view/body"
4,2,1,3,0,0.000866158119919869,1,0,1,1,2267,755,2241,6,0,0,n,"pyramid_config_zca.py/[CN]/ZCAConfiguratorMixin/[MT]/hook_zca/body"
25,11,1,6,0,0.00240648726760972,3,2,1,0.666666666666667,2561,426,1822,3,0,0,n,"pyramid_authentication.py/[CN]/CallbackAuthenticationPolicy/[MT]/effective_principals/body"
2,0,0,1,0,0.000258607220196173,1,0,1,1,2349,2349,2349,2349,0,0,n,"pyramid_authentication.py/[CN]/SessionAuthenticationPolicy/[MT]/unauthenticated_userid/body"
2,2,2,3,0,0.000906816063735721,2,0,2,0.666666666666667,2161,720,1471,1,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospectable/[MT]/register/body"
6,3,2,5,0,0.0025066595177094,2,0,2,0.8,2561,512,2182,4,0,0,n,"docs_tutorials_wiki_src_views_tutorial_views.py/[MT]/edit_page/body"
20,7,7,7,0,0.000854277916515437,3,1,2,0.571428571428571,715,102,417,2,0,0,n,"docs_tutorials_wiki2_src_views_tutorial_views_default.py/[MT]/view_page/body"
12,12,14,12,0,0.00322654101313247,5,3,2,0.5,2545,212,1204,2,0,0,n,"docs_tutorials_wiki_src_basiclayout_tutorial_____init____.py/[MT]/main/body"
5,5,5,2,0,0.000528089134131137,2,0,2,0.5,1634,817,1339,294,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/real_loader/body"
12,7,3,3,0,0.00200326514661259,2,0,2,0.666666666666667,2561,853,1323,199,0,0,n,"pyramid_urldispatch.py/[CN]/RoutesMapper/[MT]/connect/body"
14,7,5,3,0,0.000654509206421653,3,0,3,0.333333333333333,2055,685,1337,84,0,0,n,"docs_tutorials_wiki2_src_basiclayout_tutorial_scripts_initializedb.py/[MT]/main/body"
2,2,2,2,0,0.000857076363615311,1,0,1,1,2544,1272,2330,213,0,0,n,"pyramid_registry.py/[CN]/Registry/[MT]/_get_settings/body"
2,0,0,1,0,0.000677398358247606,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IExceptionResponse/[MT]/prepare/body"
2,0,0,1,0,0.000328032775523744,1,0,1,1,2248,2248,2248,2248,0,0,n,"pyramid_exceptions.py/[CN]/ConfigurationExecutionError/[MT]/__str__/body"
2,1,1,2,0,0.00134817661393957,1,0,1,1,2332,1166,2330,2,0,0,n,"pyramid_interfaces.py/[CN]/IResponse/[MT]/__call__/body"
14,8,4,14,0,0.00417583209552625,5,3,2,0.428571428571429,2561,182,614,0,0,0,n,"pyramid_renderers.py/[MT]/render_to_response/body"
2,2,2,3,0,0.000883059172914664,2,0,2,0.666666666666667,2166,722,1471,6,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospector/[MT]/categorized/body"
9,0,0,1,0,0.00024699204904513,1,0,1,1,623,623,623,623,0,0,n,"docs_tutorials_wiki2_src_authentication_tutorial_____init____.py/[MT]/main/body"
8,5,10,14,0,0.003568144827703,4,2,2,0.5,2544,181,797,1,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_____init____.py/[MT]/main/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_templating_tutorial_views.py/[MT]/hello/body"
5,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[MT]/view_description/body"
13,1,1,6,0,0.000806717603755392,3,2,1,0.666666666666667,1463,243,1323,0,0,0,n,"pyramid_security.py/[CN]/AuthorizationAPIMixin/[MT]/has_permission/body"
4,2,1,3,0,0.000866158119919869,1,0,1,1,2267,755,2241,6,0,0,n,"pyramid_config_zca.py/[CN]/ZCAConfiguratorMixin/[MT]/unhook_zca/body"
3,1,0,2,0,0.000401526692557725,2,0,2,0.5,1843,921,1825,17,0,0,n,"pyramid_authentication.py/[CN]/BasicAuthAuthenticationPolicy/[MT]/forget/body"
5,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_request__response_tutorial_views.py/[CN]/TutorialViews/[MT]/plain/body"
8,2,2,2,0,0.000374013757938041,1,0,1,1,698,349,685,12,0,0,n,"pyramid_static.py/[CN]/QueryStringCacheBuster/[MT]/__call__/body"
4,4,4,2,0,0.000952329632587738,2,0,2,0.5,2267,1133,1339,928,0,0,n,"pyramid_config_views.py/[CN]/MultiView/[MT]/__call_permissive__/body"
6,0,0,1,0,0.000199643188527837,1,0,1,1,621,621,621,621,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_routes.py/[MT]/page_factory/body"
2,1,1,2,0,0.000466108315860968,2,0,2,0.5,1634,817,1203,430,0,0,n,"pyramid_interfaces.py/[CN]/IPEP302Loader/[MT]/get_code/body"
2,2,2,6,0,0.00352089048134089,2,1,1,0.833333333333333,2561,426,1217,2,0,0,n,"pyramid_interfaces.py/[CN]/IAuthenticationPolicy/[MT]/authenticated_userid/body"
14,14,10,4,0,0.000853552013607201,3,0,3,0.5,2152,538,996,0,0,0,n,"pyramid_path.py/[CN]/DottedNameResolver/[MT]/_pkg_resources_style/body"
48,48,40,11,0,0.00287110311991104,4,3,1,0.636363636363636,2561,232,1820,0,0,0,n,"pyramid_authentication.py/[CN]/AuthTktCookieHelper/[MT]/identify/body"
3,0,0,1,0,0.000266156422588475,1,0,1,1,2268,2268,2268,2268,0,0,n,"docs_tutorials_wiki_src_authorization_tutorial_____init____.py/[MT]/root_factory/body"
6,0,0,1,0,5.85381993529561e-05,1,0,1,1,353,353,353,353,0,0,n,"pyramid_response.py/[MT]/_guess_type/body"
2,2,2,6,0,0.00382679950226476,2,1,1,0.833333333333333,2561,426,1290,0,0,0,n,"pyramid_interfaces.py/[CN]/IRequestFactory/[MT]/__call__/body"
7,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/EffectivePrincipalsPredicate/[MT]/__call__/body"
10,4,2,10,0,0.00314952516450653,3,2,1,0.8,2267,226,1876,0,0,0,n,"pyramid_config_factories.py/[CN]/FactoriesConfiguratorMixin/[MT]/set_request_factory/body"
7,1,0,2,0,0.000605872744063739,1,0,1,1,1507,753,1495,11,0,0,n,"docs_quick__tutorial_logging_tutorial_____init____.py/[MT]/main/body"
6,3,4,8,0,0.0032356346560376,3,2,1,0.75,2561,320,1460,3,0,0,n,"docs_tutorials_wiki_src_authorization_tutorial_views.py/[MT]/edit_page/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_jinja2_tutorial_views.py/[CN]/TutorialViews/[MT]/home/body"
11,0,0,1,0,0.000145806263522487,1,0,1,1,1522,1522,1522,1522,0,0,n,"pyramid_i18n.py/[CN]/LocalizerRequestMixin/[MT]/localizer/body"
3,3,4,2,0,0.000729951526195285,1,0,1,1,2216,1108,2146,70,0,0,n,"pyramid_scaffolds_template.py/[CN]/Template/[MT]/module_dir/body"
2,0,0,1,0,0.000129677158746207,1,0,1,1,1558,1558,1558,1558,0,0,n,"pyramid_config_util.py/[CN]/Notted/[MT]/text/body"
8,5,11,12,0,0.000829638772741283,7,5,2,0.25,2216,184,656,0,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/render_scaffolds/body"
12,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[CN]/DefaultViewMapper/[MT]/map_class_requestonly/body"
5,0,0,1,0,0.000280686097126485,1,0,1,1,1339,1339,1339,1339,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/filtered_sources/body"
2,0,0,1,0,0.00092177153284965,1,0,1,1,2330,2330,2330,2330,0,0,n,"pyramid_interfaces.py/[CN]/IResponse/[MT]/app_iter_range/body"
2,0,0,1,0,0.00092177153284965,1,0,1,1,2330,2330,2330,2330,0,0,n,"pyramid_interfaces.py/[CN]/IResponse/[MT]/unset_cookie/body"
21,6,4,4,0,0.000270020923278377,3,0,3,0.5,872,218,480,0,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/project_vars/body"
3,2,9,4,0,0.00117695886001391,3,0,3,0.5,2494,623,1357,0,0,0,n,"pyramid_security.py/[MT]/unauthenticated_userid/body"
8,8,3,6,0,0.00209865194172613,3,2,1,0.666666666666667,2561,426,1309,0,0,0,n,"pyramid_settings.py/[MT]/asbool/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/RequestMethodPredicate/[MT]/__call__/body"
3,2,33,12,0,0.00495921352007983,4,3,1,0.75,2561,213,2268,0,0,0,n,"pyramid_url.py/[MT]/route_url/body"
3,3,2,4,0,0.00239143120455693,3,0,3,0.5,2561,640,1820,42,0,0,n,"pyramid_authentication.py/[CN]/AuthTktAuthenticationPolicy/[MT]/forget/body"
8,2,1,3,0,0.000898938576591294,2,0,2,0.666666666666667,1507,502,1471,11,0,0,n,"docs_quick__tutorial_sessions_tutorial_____init____.py/[MT]/main/body"
12,5,3,11,0,0.00434558404505286,3,1,2,0.545454545454545,2561,232,614,0,0,0,n,"pyramid_renderers.py/[MT]/render/body"
2,1,1,3,0,0.000599800287751919,2,0,2,0.666666666666667,2503,834,2282,0,0,0,n,"pyramid_interfaces.py/[CN]/ISession/[MT]/peek_flash/body"
23,23,23,17,0,0.00430227774641082,2,1,1,0.941176470588235,2267,133,1575,0,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/action/body"
3,1,1,4,0,0.000431121461372218,2,0,2,0.5,2020,505,2005,0,0,0,n,"pyramid_renderers.py/[CN]/JSON/[MT]/add_adapter/body"
10,0,0,1,0,0.000218157374933054,1,0,1,1,308,308,308,308,0,0,n,"docs_quick__tour_sessions_hello__world_____init____.py/[MT]/main/body"
3,1,1,6,0,0.00174116445892342,3,2,1,0.666666666666667,2507,417,1886,0,0,0,n,"pyramid_traversal.py/[MT]/resource_path/body"
14,3,1,2,0,0.000295435468070874,2,0,2,0.5,2076,1038,1962,113,0,0,n,"pyramid_view.py/[CN]/notfound_view_config/[MT]/__call__/body"
7,1,1,3,0,0.00068182814802906,2,0,2,0.666666666666667,1463,487,1460,0,0,0,n,"pyramid_security.py/[CN]/AuthenticationAPIMixin/[MT]/unauthenticated_userid/body"
3,0,1,2,0,0.000519172185173408,1,0,1,1,2557,1278,2074,483,0,0,n,"pyramid_request.py/[CN]/Request/[MT]/tmpl_context/body"
3,2,1,2,0,0.000165915951452352,1,0,1,1,327,163,326,0,0,0,n,"docs_tutorials_wiki_src_authorization_tutorial_security.py/[MT]/hash_password/body"
4,4,14,6,0,0.00106338004703712,4,3,1,0.5,1911,318,784,0,0,0,n,"pyramid_config_routes.py/[CN]/RoutesConfiguratorMixin/[MT]/add_route_predicate/body"
9,9,9,4,0,0.00091599498470813,1,0,1,1,2167,541,1891,3,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/action_info/body"
2,0,0,1,0,0.000199643188527837,1,0,1,1,621,621,621,621,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_routes.py/[CN]/PageResource/[MT]/__acl__/body"
17,2,1,3,0,0.000462254733160072,2,0,2,0.666666666666667,1813,604,995,24,0,0,n,"pyramid_util.py/[MT]/viewdefaults/body"
21,11,7,9,0,0.0045029841109775,1,0,1,1,2561,284,2227,0,0,0,n,"pyramid_traversal.py/[MT]/traverse/body"
9,1,3,3,0,0.00101808974569486,2,0,2,0.666666666666667,2561,853,1993,94,0,0,n,"docs_tutorials_wiki_src_models_tutorial_models.py/[MT]/appmaker/body"
8,4,5,2,0,0.000353067833651417,1,0,1,1,626,313,621,5,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_security.py/[CN]/MyAuthenticationPolicy/[MT]/effective_principals/body"
6,0,0,1,0,0.0002942037524952,1,0,1,1,2152,2152,2152,2152,0,0,n,"pyramid_path.py/[CN]/Resolver/[MT]/get_package/body"
3,0,0,1,0,0.00017720659918623,1,0,1,1,1482,1482,1482,1482,0,0,n,"docs_quick__tutorial_retail__forms_tutorial_views.py/[CN]/WikiViews/[MT]/wiki_view/body"
3,1,1,2,0,0.000382917968897378,1,0,1,1,623,311,470,152,0,0,n,"docs_tutorials_wiki2_src_authentication_tutorial_models_user.py/[CN]/User/[MT]/set_password/body"
2,1,1,2,0,0.000604658022130007,2,0,2,0.5,2558,1279,1279,1278,0,0,n,"pyramid_interfaces.py/[CN]/ISession/[MT]/invalidate/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/CustomPredicate/[MT]/__call__/body"
7,5,5,5,0,0.00123686299919781,2,0,2,0.8,2216,443,1826,0,0,0,n,"pyramid_scaffolds_template.py/[CN]/Template/[MT]/write_files/body"
8,0,0,1,0,0.00028987183252958,1,0,1,1,2262,2262,2262,2262,0,0,n,"pyramid_config_tweens.py/[CN]/Tweens/[MT]/__call__/body"
5,5,5,4,0,0.00125471245793028,2,0,2,0.75,2267,566,928,118,0,0,n,"pyramid_config_views.py/[MT]/isexception/body"
13,13,12,11,0,0.00135312911893042,5,3,2,0.454545454545455,2041,185,1535,0,0,0,n,"pyramid_renderers.py/[CN]/JSON/[MT]/__call__/body"
2,2,2,2,0,0.000598544422149717,2,0,2,0.5,2152,1076,1471,680,0,0,n,"pyramid_interfaces.py/[CN]/IAssetDescriptor/[MT]/exists/body"
6,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_views_tutorial_____init____.py/[MT]/main/body"
8,0,0,1,0,0.000503316714765447,1,0,1,1,2260,2260,2260,2260,0,0,n,"pyramid_config_assets.py/[CN]/OverrideProvider/[MT]/get_resource_string/body"
5,1,1,2,0,0.000239877110880492,2,0,2,0.5,1843,921,1357,485,0,0,n,"pyramid_authentication.py/[CN]/BasicAuthAuthenticationPolicy/[MT]/callback/body"
8,3,4,10,0,0.00180043190145269,5,2,3,0.4,2169,216,623,0,0,0,n,"pyramid_scaffolds_alchemy_+package+_____init____.py/[MT]/main/body"
2,0,0,1,0,0.000260816885547734,1,0,1,1,2076,2076,2076,2076,0,0,n,"pyramid_response.py/[CN]/FileIter/[MT]/close/body"
4,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_more__view__classes_tutorial_views.py/[CN]/TutorialViews/[MT]/edit/body"
2,2,2,2,0,0.0018965285969186,1,0,1,1,2561,1280,2496,65,0,0,n,"pyramid_interfaces.py/[CN]/IMultiView/[MT]/add/body"
3,3,3,2,0,0.000528089134131137,2,0,2,0.5,1634,817,1339,294,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/get_code/body"
9,7,19,20,0,0.0051160093499133,3,1,2,0.6,2544,127,801,0,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_____init____.py/[MT]/main/body"
14,7,12,13,0,0.00215233740733834,3,2,1,0.769230769230769,2557,196,1663,0,0,0,n,"pyramid_view.py/[CN]/view_config/[MT]/__call__/body"
14,5,8,3,0,0.000769019174993057,2,0,2,0.666666666666667,2216,738,1475,214,0,0,n,"pyramid_scripts_pshell.py/[CN]/PShellCommand/[MT]/pshell_file_config/body"
3,3,3,2,0,0.000572574442274969,2,0,2,0.5,1507,753,1041,465,0,0,n,"docs_quick__tutorial_authorization_tutorial_security.py/[MT]/groupfinder/body"
15,9,4,16,0,0.00307114285945243,5,3,2,0.5,2267,141,963,0,0,0,n,"pyramid_config_views.py/[CN]/ViewsConfiguratorMixin/[MT]/_derive_view/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/CheckCSRFTokenPredicate/[MT]/text/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/PathInfoPredicate/[MT]/__call__/body"
13,10,12,9,0,0.00120820314297004,4,1,3,0.444444444444444,2216,246,1149,0,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/run/body"
9,4,5,3,0,0.00111402564988065,1,0,1,1,2248,749,2228,0,0,0,n,"pyramid_exceptions.py/[CN]/ConfigurationConflictError/[MT]/__str__/body"
3,3,7,10,0,0.00166258498360589,7,4,3,0.2,2268,226,924,0,0,0,n,"pyramid_request.py/[CN]/CallbackMethodsMixin/[MT]/add_response_callback/body"
2,2,2,6,0,0.003375085324102,2,1,1,0.833333333333333,2561,426,2276,4,0,0,n,"pyramid_interfaces.py/[CN]/IRequestFactory/[MT]/blank/body"
5,5,4,2,0,0.000784002811891932,2,0,2,0.5,2260,1130,1339,920,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/isdir/body"
3,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_jinja2_views.py/[MT]/hello_world/body"
3,1,0,6,0,0.0018248921934033,1,0,1,1,2162,360,1910,0,0,0,n,"pyramid_registry.py/[CN]/Introspectable/[MT]/__repr__/body"
2,2,2,5,0,0.00174367004832652,3,0,3,0.6,2862,572,2222,13,0,0,n,"docs_conf.py/[MT]/mainmatter/body"
8,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[CN]/DefaultViewMapper/[MT]/__call__/body"
3,1,1,2,0,0.00026568103379446,1,0,1,1,568,284,310,257,0,0,n,"docs_tutorials_wiki_src_installation_tutorial_views.py/[MT]/my_view/body"
2,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_hello__world_app.py/[MT]/hello_world/body"
5,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_routing_tutorial_views.py/[CN]/TutorialViews/[MT]/home/body"
3,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_view__classes_views.py/[CN]/HelloWorldViews/[MT]/hello_view/body"
2,2,2,2,0,0.000599682342117362,1,0,1,1,2152,1076,2152,0,0,0,n,"pyramid_path.py/[CN]/FSAssetDescriptor/[MT]/listdir/body"
2,0,0,1,0,0.000280686097126485,1,0,1,1,1339,1339,1339,1339,0,0,n,"pyramid_config_assets.py/[CN]/PackageAssetSource/[MT]/get_path/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_jinja2_tutorial_views.py/[CN]/TutorialViews/[MT]/hello/body"
10,10,10,2,0,0.000567355809060293,2,0,2,0.5,2216,1108,1714,502,0,0,n,"pyramid_scaffolds_template.py/[MT]/_add_except/body"
5,5,5,2,0,0.000952329632587738,2,0,2,0.5,2267,1133,1339,928,0,0,n,"pyramid_config_views.py/[CN]/MultiView/[MT]/__permitted__/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/values/body"
5,5,5,2,0,0.000700251208664866,1,0,1,1,2299,1149,2299,0,0,0,n,"pyramid_util.py/[CN]/WeakOrderedSet/[MT]/last/body"
2,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_interfaces.py/[CN]/IRoutesMapper/[MT]/generate/body"
9,3,0,4,0,0.000673409837840824,3,0,3,0.5,633,158,470,3,0,0,n,"docs_tutorials_wiki2_src_basiclayout_tutorial_models_____init____.py/[MT]/includeme/body"
6,0,0,1,0,0.000129677158746207,1,0,1,1,1558,1558,1558,1558,0,0,n,"pyramid_config_util.py/[CN]/Notted/[MT]/__call__/body"
2,1,1,3,0,0.0019520739137337,1,0,1,1,2561,853,2227,1,0,0,n,"pyramid_authentication.py/[MT]/b64encode/body"
